chr1	135764084	135768084
chr1	156556786	156560786
chr1	59118408	59122408
chr1	191904780	191908780
chr1	13658509	13662509
chr1	136958448	136962448
chr1	91404029	91408029
chr1	156837022	156841022
chr1	52498448	52502448
chr1	93916436	93920436
chr1	120119186	120123186
chr1	16103881	16107881
chr1	139375076	139379076
chr1	194974959	194978959
chr1	187122365	187126365
chr1	132189435	132193435
chr1	73405569	73409569
chr1	91143102	91147102
chr1	16663190	16667190
chr1	111862918	111866918
chr1	21296312	21300312
chr1	191573544	191577544
chr1	56635451	56639451
chr1	191463048	191467048
chr1	57968084	57972084
chr1	31262846	31266846
chr1	93752838	93756838
chr1	75208828	75212828
chr1	65121214	65125214
chr1	19102840	19106840
chr1	55129244	55133244
chr1	166377166	166381166
chr1	53059639	53063639
chr1	87262352	87266352
chr1	64954824	64958824
chr1	33812595	33816595
chr1	53847423	53851423
chr1	172256424	172260424
chr1	134953940	134957940
chr1	80756553	80760553
chr1	188006990	188010990
chr1	39192271	39196271
chr1	17095889	17099889
chr1	191323964	191327964
chr1	160075985	160079985
chr1	191181333	191185333
chr1	173911046	173915046
chr1	85749947	85753947
chr1	172080749	172084749
chr1	104766519	104770519
chr1	169017089	169021089
chr1	92571124	92575124
chr1	74504059	74508059
chr1	151753373	151757373
chr1	63684927	63688927
chr1	63174830	63178830
chr1	153412233	153416233
chr1	88267408	88271408
chr1	172519129	172523129
chr1	191061020	191065020
chr1	120071780	120075780
chr1	88053410	88057410
chr1	195174715	195178715
chr1	58208396	58212396
chr1	65080290	65084290
chr1	36370290	36374290
chr1	58793373	58797373
chr1	170974071	170978071
chr1	131826011	131830011
chr1	92908824	92912824
chr1	134492659	134496659
chr1	60178598	60182598
chr1	128101305	128105305
chr1	161967187	161971187
chr1	79774017	79778017
chr1	5068285	5072285
chr1	172630974	172634974
chr1	79669972	79673972
chr1	74848894	74852894
chr1	171057403	171061403
chr1	165158773	165162773
chr1	130715326	130719326
chr1	93988504	93992504
chr1	186115310	186119310
chr1	16102433	16106433
chr1	57772860	57776860
chr1	74282738	74286738
chr1	158354260	158358260
chr1	156472328	156476328
chr1	150391080	150395080
chr1	88275579	88279579
chr1	75504452	75508452
chr1	135130699	135134699
chr1	44018006	44022006
chr1	15803645	15807645
chr1	93133239	93137239
chr1	21960650	21964650
chr1	51476399	51480399
chr1	39546840	39550840
chr1	172217895	172221895
chr1	66861309	66865309
chr1	160151575	160155575
chr1	169529464	169533464
chr1	54555684	54559684
chr1	166997730	167001730
chr1	83036448	83040448
chr1	46028437	46032437
chr1	177727813	177731813
chr1	171343645	171347645
chr1	182762043	182766043
chr1	64735750	64739750
chr1	92948590	92952590
chr1	136465847	136469847
chr1	191395041	191399041
chr1	77513088	77517088
chr1	167464780	167468780
chr1	82584849	82588849
chr1	171232349	171236349
chr1	65184684	65188684
chr1	91799460	91803460
chr1	72210314	72214314
chr1	90012666	90016666
chr1	133422212	133426212
chr1	58391135	58395135
chr1	79759769	79763769
chr1	152953100	152957100
chr1	173129215	173133215
chr1	136232280	136236280
chr1	177989397	177993397
chr1	133608280	133612280
chr1	85197610	85201610
chr1	6485230	6489230
chr1	33836914	33840914
chr1	75178392	75182392
chr1	132389386	132393386
chr1	174149480	174153480
chr1	24676543	24680543
chr1	4495354	4499354
chr1	187123137	187127137
chr1	20888547	20892547
chr1	180902273	180906273
chr1	88700191	88704191
chr1	9745647	9749647
chr1	16655551	16659551
chr1	182122736	182126736
chr1	191023350	191027350
chr1	193128270	193132270
chr1	93303963	93307963
chr1	180811605	180815605
chr1	171245122	171249122
chr1	84837840	84841840
chr1	53704784	53708784
chr1	53311623	53315623
chr1	92932407	92936407
chr1	173764919	173768919
chr1	170253739	170257739
chr1	87618311	87622311
chr1	139499706	139503706
chr1	160790938	160794938
chr1	59911005	59915005
chr1	84933083	84937083
chr1	165234960	165238960
chr1	131597113	131601113
chr1	84282645	84286645
chr1	168430169	168434169
chr1	166000634	166004634
chr1	53185617	53189617
chr1	11412104	11416104
chr1	71651334	71655334
chr1	20354453	20358453
chr1	153547714	153551714
chr1	174067299	174071299
chr1	180566890	180570890
chr1	21347676	21351676
chr1	153897928	153901928
chr1	80338690	80342690
chr1	59702807	59706807
chr1	137964454	137968454
chr1	153735829	153739829
chr1	155556119	155560119
chr1	76507559	76511559
chr1	64688659	64692659
chr1	175623635	175627635
chr1	133905999	133909999
chr1	131277563	131281563
chr1	191096413	191100413
chr1	37888476	37892476
chr1	134077155	134081155
chr1	173201357	173205357
chr1	30947755	30951755
chr1	175878777	175882777
chr1	171285961	171289961
chr1	170587849	170591849
chr1	88225019	88229019
chr1	34634210	34638210
chr1	42695145	42699145
chr1	192090599	192094599
chr1	6212661	6216661
