chr1	135766084	135766085
chr1	156558786	156558787
chr1	59120408	59120409
chr1	191906780	191906781
chr1	13660509	13660510
chr1	136960448	136960449
chr1	91406029	91406030
chr1	156839022	156839023
chr1	52500448	52500449
chr1	93918436	93918437
chr1	120121186	120121187
chr1	16105881	16105882
chr1	139377076	139377077
chr1	194976959	194976960
chr1	187124365	187124366
chr1	132191435	132191436
chr1	73407569	73407570
chr1	91145102	91145103
chr1	16665190	16665191
chr1	111864918	111864919
chr1	21298312	21298313
chr1	191575544	191575545
chr1	56637451	56637452
chr1	191465048	191465049
chr1	57970084	57970085
chr1	31264846	31264847
chr1	93754838	93754839
chr1	75210828	75210829
chr1	65123214	65123215
chr1	19104840	19104841
chr1	55131244	55131245
chr1	166379166	166379167
chr1	53061639	53061640
chr1	87264352	87264353
chr1	64956824	64956825
chr1	33814595	33814596
chr1	53849423	53849424
chr1	172258424	172258425
chr1	134955940	134955941
chr1	80758553	80758554
chr1	188008990	188008991
chr1	39194271	39194272
chr1	17097889	17097890
chr1	191325964	191325965
chr1	160077985	160077986
chr1	191183333	191183334
chr1	173913046	173913047
chr1	85751947	85751948
chr1	172082749	172082750
chr1	104768519	104768520
chr1	169019089	169019090
chr1	92573124	92573125
chr1	74506059	74506060
chr1	151755373	151755374
chr1	63686927	63686928
chr1	63176830	63176831
chr1	153414233	153414234
chr1	88269408	88269409
chr1	172521129	172521130
chr1	191063020	191063021
chr1	120073780	120073781
chr1	88055410	88055411
chr1	195176715	195176716
chr1	58210396	58210397
chr1	65082290	65082291
chr1	36372290	36372291
chr1	58795373	58795374
chr1	170976071	170976072
chr1	131828011	131828012
chr1	92910824	92910825
chr1	134494659	134494660
chr1	60180598	60180599
chr1	128103305	128103306
chr1	161969187	161969188
chr1	79776017	79776018
chr1	5070285	5070286
chr1	172632974	172632975
chr1	79671972	79671973
chr1	74850894	74850895
chr1	171059403	171059404
chr1	165160773	165160774
chr1	130717326	130717327
chr1	93990504	93990505
chr1	186117310	186117311
chr1	16104433	16104434
chr1	57774860	57774861
chr1	74284738	74284739
chr1	158356260	158356261
chr1	156474328	156474329
chr1	150393080	150393081
chr1	88277579	88277580
chr1	75506452	75506453
chr1	135132699	135132700
chr1	44020006	44020007
chr1	15805645	15805646
chr1	93135239	93135240
chr1	21962650	21962651
chr1	51478399	51478400
chr1	39548840	39548841
chr1	172219895	172219896
chr1	66863309	66863310
chr1	160153575	160153576
chr1	169531464	169531465
chr1	54557684	54557685
chr1	166999730	166999731
chr1	83038448	83038449
chr1	46030437	46030438
chr1	177729813	177729814
chr1	171345645	171345646
chr1	182764043	182764044
chr1	64737750	64737751
chr1	92950590	92950591
chr1	136467847	136467848
chr1	191397041	191397042
chr1	77515088	77515089
chr1	167466780	167466781
chr1	82586849	82586850
chr1	171234349	171234350
chr1	65186684	65186685
chr1	91801460	91801461
chr1	72212314	72212315
chr1	90014666	90014667
chr1	133424212	133424213
chr1	58393135	58393136
chr1	79761769	79761770
chr1	152955100	152955101
chr1	173131215	173131216
