chr1	50487626	50491627
chr1	92349836	92353837
chr1	92369559	92373560
chr1	100713409	100717410
chr1	176174370	176178371
chr1	226495198	226499199
chr1	6294044	6298045
chr1	1049736	1053737
chr1	22107688	22111689
chr1	28413148	28417149
chr1	26230993	26234994
chr1	31536564	31540565
chr1	35656743	35660744
chr1	34629443	34633444
chr1	46150302	46154303
chr1	48460562	48464563
chr1	52454436	52458437
chr1	51423936	51427937
chr1	58714211	58718212
chr1	55679039	55683040
chr1	63986944	63990945
chr1	72746277	72750278
chr1	77683132	77687133
chr1	86042046	86046047
chr1	93425079	93429080
chr1	94373012	94377013
chr1	93340707	93344708
chr1	113248025	113252026
chr1	111172096	111176097
chr1	114299777	114303778
chr1	113247678	113251679
chr1	120610317	120614318
chr1	149980686	149984687
chr1	154162609	154166610
chr1	154153725	154157726
chr1	156250620	156254621
chr1	155195325	155199326
chr1	173018103	173022104
chr1	180470022	180474023
chr1	186647559	186651560
chr1	197167672	197171673
chr1	217248312	217252313
chr1	217260987	217264988
chr1	217261196	217265197
chr1	212871327	212875328
chr1	217111015	217115016
chr1	217111017	217115018
chr1	217309097	217313098
chr1	216594738	216598739
chr1	220218000	220222001
chr1	229642088	229646089
chr1	228592517	228596518
chr1	231745836	231749837
chr1	236028220	236032221
chr1	241518478	241522479
chr1	247493045	247497046
chr1	246668644	246672645
chr1	246578714	246582715
chr1	1707909	1711910
chr1	1708297	1712298
chr1	1709508	1713509
chr1	1653775	1657776
chr1	1180102	1184103
chr1	1308818	1312819
chr1	2704230	2708231
chr1	3526059	3530060
chr1	6050533	6054534
chr1	6451826	6455827
chr1	6555156	6559157
chr1	6555484	6559485
chr1	6443883	6447884
chr1	6578121	6582122
chr1	8001225	8005226
chr1	8875699	8879700
chr1	9187229	9191230
chr1	9968316	9972317
chr1	9882550	9886551
chr1	11157938	11161939
chr1	11040094	11044095
chr1	10854707	10858708
chr1	11320608	11324609
chr1	15476960	15480961
chr1	16676948	16680949
chr1	17305173	17309174
chr1	17306081	17310082
chr1	17443948	17447949
chr1	16937982	16941983
chr1	17044652	17048653
chr1	19280826	19284827
chr1	19810066	19814067
chr1	19534746	19538747
chr1	19809201	19813202
chr1	20753287	20757288
chr1	20124410	20128411
chr1	21501381	21505382
chr1	21670034	21674035
chr1	21435876	21439877
chr1	21499251	21503252
chr1	21111181	21115182
chr1	22261750	22265751
chr1	23855712	23859713
chr1	23749261	23753262
chr1	23493351	23497352
chr1	24511765	24515766
chr1	25745363	25749364
chr1	27814678	27818679
chr1	27928143	27932144
chr1	28967604	28971605
chr1	29506637	29510638
chr1	31194432	31198433
chr1	32383259	32387260
chr1	32401988	32405989
chr1	33428286	33432287
chr1	33166361	33170362
chr1	33839194	33843195
chr1	36021037	36025038
chr1	37497844	37501845
chr1	36849485	36853486
chr1	38271865	38275866
chr1	38017945	38021946
chr1	38410729	38414730
chr1	39323340	39327341
chr1	40252533	40256534
chr1	41625104	41629105
chr1	41623605	41627606
chr1	41705815	41709816
chr1	41626689	41630690
chr1	41155933	41159934
chr1	42382378	42386379
chr1	42798903	42802904
chr1	42798886	42802887
chr1	42799548	42803549
chr1	42798636	42802637
chr1	42499596	42503597
chr1	42382496	42386497
chr1	44171012	44175013
chr1	44818939	44822940
chr1	45450394	45454395
chr1	45670250	45674251
chr1	45954840	45958841
chr1	46596380	46600381
chr1	47067966	47071967
chr1	46683977	46687978
chr1	46662121	46666122
chr1	46596708	46600709
chr1	47364147	47368148
chr1	48646100	48650101
chr1	48935876	48939877
chr1	52342609	52346610
chr1	52341712	52345713
chr1	51982995	51986996
chr1	51808785	51812786
chr1	51785938	51789939
chr1	53016762	53020763
chr1	52829877	52833878
chr1	54302225	54306226
chr1	53791821	53795822
chr1	54197877	54201878
chr1	54409288	54413289
chr1	54663746	54667747
chr1	54869979	54873980
chr1	54870092	54874093
chr1	57283369	57287370
chr1	57043257	57047258
chr1	57429688	57433689
chr1	59010446	59014447
chr1	62783083	62787084
chr1	63780901	63784902
chr1	63151969	63155970
chr1	65430187	65434188
chr1	67894123	67898124
chr1	67518080	67522081
chr1	67388570	67392571
chr1	68297155	68301156
chr1	68696229	68700230
chr1	68960799	68964800
chr1	68696284	68700285
chr1	70818417	70822418
chr1	70669361	70673362
chr1	71511491	71515492
chr1	74661871	74665872
chr1	75137422	75141423
chr1	76074799	76078800
chr1	78146343	78150344
chr1	79470495	79474496
chr1	84462833	84466834
chr1	84377059	84381060
chr1	85723355	85727356
chr1	85928889	85932890
chr1	85356896	85360897
chr1	85460796	85464797
chr1	86620121	86624122
chr1	89529043	89533044
chr1	89662633	89666634
chr1	91868426	91872427
chr1	93255961	93259962
chr1	94145394	94149395
chr1	94144926	94148927
chr1	94310706	94314707
chr1	94584705	94588706
chr1	98384615	98388616
chr1	102460790	102464791
chr1	103572052	103576053
chr1	108505545	108509546
chr1	108229126	108233127
chr1	109847663	109851664
chr1	109582850	109586851
chr1	111680838	111684839
chr1	112104597	112108598
chr1	113160040	113164041
chr1	112529777	112533778
chr1	115051781	115055782
chr1	114694472	114698473
chr1	114693062	114697063
chr1	114428169	114432170
chr1	115210732	115214733
chr1	115878857	115882858
chr1	116309426	116313427
chr1	115630121	115634122
chr1	117208314	117212315
chr1	117751582	117755583
chr1	117744458	117748459
chr1	118725848	118729849
chr1	119681295	119685296
chr1	144338773	144342774
chr1	144339755	144343756
chr1	144993033	144997034
chr1	144993022	144997023
chr1	144993082	144997083
chr1	144995111	144999112
chr1	145037992	145041993
chr1	145074186	145078187
chr1	146695230	146699231
chr1	147597571	147601572
chr1	146987699	146991700
chr1	147622469	147626470
chr1	147622601	147626602
chr1	150736433	150740434
chr1	150600098	150604099
chr1	151429941	151433942
chr1	151802348	151806349
chr1	151412681	151416682
chr1	151796553	151800554
chr1	154125592	154129593
chr1	153893451	153897452
chr1	154840754	154844755
chr1	154830338	154834339
chr1	154926567	154930568
chr1	155530324	155534325
chr1	156540396	156544397
chr1	157565870	157569871
chr1	157809634	157813635
chr1	158654506	158658507
chr1	159913386	159917387
chr1	160038051	160042052
chr1	160311354	160315355
chr1	161085866	161089867
chr1	160830692	160834693
chr1	163289581	163293582
chr1	165323478	165327479
chr1	165412592	165416593
chr1	165549341	165553342
chr1	165323952	165327953
chr1	166133958	166137959
chr1	167903439	167907440
chr1	168696442	168700443
chr1	167904307	167908308
chr1	169335186	169339187
chr1	170041879	170045880
chr1	170036056	170040057
chr1	171709379	171713380
chr1	173960210	173964211
chr1	173570233	173574234
chr1	173444294	173448295
chr1	175710752	175714753
chr1	177132024	177136025
chr1	178005142	178009143
chr1	179196819	179200820
chr1	179844941	179848942
chr1	183272009	183276010
chr1	183385634	183389635
chr1	184722041	184726042
chr1	184941682	184945683
chr1	186444655	186448656
chr1	186279028	186283029
chr1	190444759	190448760
chr1	193073244	193077245
chr1	193073187	193077188
chr1	193072608	193076609
chr1	196575499	196579500
chr1	197742623	197746624
chr1	198904558	198908559
chr1	201079694	201083695
chr1	200587862	200591863
chr1	201463701	201467702
chr1	201474387	201478388
chr1	202111871	202115872
chr1	201473967	201477968
chr1	202775549	202779550
chr1	202677551	202681552
chr1	204327057	204331058
chr1	204652597	204656598
chr1	205389214	205393215
chr1	205178727	205182728
